Threshold	Class 1	Class 2	Class 3	Class 4
0.0	0.22085357469083858	0.20077103926246898	0.22549578252616184	0.25759390902420254
0.010101010101010102	0.23887418165143126	0.24173706293628444	0.24999894644391493	0.3104811066905951
0.020202020202020204	0.2437530134381843	0.26207524119460507	0.2641098466581524	0.3439136700381652
0.030303030303030304	0.2536486206968002	0.2731637302270623	0.2757910232427375	0.3655829190713013
0.04040404040404041	0.2635463301807202	0.2802711214691521	0.28539190849639834	0.3805509643608574
0.05050505050505051	0.2718051606273739	0.2848442887313482	0.293088924854554	0.3906948011973358
0.06060606060606061	0.27849843988119455	0.2882143553549313	0.29908251362024624	0.3983088633890962
0.07070707070707072	0.28380951499807006	0.2927866834928587	0.30350816118397217	0.4041801669335894
0.08080808080808081	0.28782024825631036	0.3159114246506322	0.3065577950586402	0.40895959153097833
0.09090909090909091	0.29075364302500156	0.3587198062011648	0.30873947679899677	0.4149512281105253
0.10101010101010102	0.29271828640266123	0.41302645172269786	0.3102904175809345	0.4224485195760799
0.11111111111111112	0.293815397715877	0.44859546260842414	0.31505050170630555	0.43081734267774846
0.12121212121212122	0.29415153656704895	0.46713734941893836	0.3194900270331501	0.4372972880294241
0.13131313131313133	0.2939668178218714	0.4798301269344958	0.32286580526218445	0.44084626690886736
0.14141414141414144	0.3028025398307096	0.4932992496971055	0.3242794007090408	0.44512275195374823
0.15151515151515152	0.314166367313316	0.5075887811689799	0.330095300739598	0.4500640351170649
0.16161616161616163	0.32444489524593245	0.5162393782439048	0.3339076777885896	0.4524929175683075
0.17171717171717174	0.3272874632083932	0.5267153533099982	0.33666419968476397	0.45635315485821
0.18181818181818182	0.33467918009466646	0.5362710497201149	0.34019252066105293	0.458718741642538
0.19191919191919193	0.3400852184088785	0.5531761445022597	0.3408271717526214	0.4595804245243832
0.20202020202020204	0.343514242642078	0.5608374156965101	0.3449450620206083	0.461856109792078
0.21212121212121213	0.34587823301106974	0.5675692269887871	0.34607947527729976	0.4649063054802123
0.22222222222222224	0.3500615871544478	0.576140675350089	0.35165744536896576	0.4660284153909192
0.23232323232323235	0.35236115780080385	0.5800793292997508	0.35622927435670404	0.47068024480610576
0.24242424242424243	0.35464056880883255	0.5812061225026296	0.3598583198233684	0.4733461801394841
0.25252525252525254	0.3587665800417635	0.5822961232401568	0.3633704914933099	0.4749406367740972
0.26262626262626265	0.3591647663826592	0.5861412813247789	0.36761806730088675	0.474612654102266
0.27272727272727276	0.36229874539633516	0.5899733917244686	0.3708630245724068	0.47705606855984733
0.2828282828282829	0.3635886551558735	0.5974799565750954	0.3713234468591837	0.4785217800895242
0.29292929292929293	0.36574621850931405	0.5994447219388291	0.3726747102096554	0.47898566186711
0.30303030303030304	0.36973988832356264	0.6023180313284656	0.37302182918681004	0.4793341181855969
0.31313131313131315	0.3764754877472235	0.604260515724051	0.37526595287478065	0.48332488896991943
0.32323232323232326	0.38131240517935483	0.6061987952841273	0.38031717472022	0.4854586707544944
0.33333333333333337	0.38424498272107854	0.6072060639705386	0.38257333739351	0.48661189595051807
0.3434343434343435	0.38619559043369844	0.6091354934093147	0.3875755606236788	0.48773199130138356
0.3535353535353536	0.387202248204612	0.6101358714908691	0.39068008608401783	0.4887781424715951
0.36363636363636365	0.3927754169999284	0.6120219782881466	0.3956783268652037	0.48978491438160976
0.37373737373737376	0.39547559112393965	0.6157212501969119	0.4006728910638305	0.4898387027347661
0.38383838383838387	0.3989919625820655	0.6147702485322952	0.40196784795992624	0.4906923756058367
0.393939393939394	0.4005737362721184	0.6202497487317262	0.40416399450252183	0.49238188611515343
0.4040404040404041	0.40203561841686813	0.623848320983309	0.4054111553275722	0.4931333012796417
0.4141414141414142	0.4016240648504054	0.6292562169208435	0.40846727174690456	0.4929051855888315
0.42424242424242425	0.4048076116710193	0.630949806124728	0.4078367509408466	0.4916695220828937
0.43434343434343436	0.40878833635157014	0.6363057108463658	0.4090746302262795	0.49312329800916355
0.4444444444444445	0.41449865341750475	0.6360893973065163	0.4148754586149522	0.4935447874709251
0.4545454545454546	0.41730259767152733	0.6367703688990778	0.41787283106517925	0.49660070432948034
0.4646464646464647	0.4190243624745288	0.6401625908518166	0.42357406129878555	0.49775197389930836
0.4747474747474748	0.4224892018209951	0.6435140528239531	0.42371777042360603	0.4988011164638831
0.48484848484848486	0.4221705725318598	0.6459055003409709	0.427505065896321	0.499704694286044
0.494949494949495	0.4235486397231892	0.6473151937233326	0.429438978620746	0.5005005214816972
0.5050505050505051	0.4321768127581126	0.649565647326142	0.43502688417809215	0.501235497558689
0.5151515151515152	0.437067806923494	0.6508267959457398	0.43962535086882515	0.5000152258525478
0.5252525252525253	0.43733836660622133	0.6529151616391228	0.4451381882267058	0.5004913089900003
0.5353535353535354	0.4357746661833155	0.653062857467531	0.448750404936582	0.5017622513799653
0.5454545454545455	0.4443942240716004	0.6558456829718134	0.45039645772138787	0.5001432709533354
0.5555555555555556	0.44561415093493867	0.6566647862211391	0.45477265506515757	0.5010972230031926
0.5656565656565657	0.4450478602516057	0.6610531428918258	0.4544498295732972	0.49815177872117195
0.5757575757575758	0.4444530522502355	0.6597882856742056	0.4540584890061919	0.49686302277654804
0.5858585858585859	0.44754982235436264	0.6611440564708541	0.4562377902503885	0.49817945450764384
0.595959595959596	0.4506550598515861	0.6614594271757133	0.4573406464466661	0.4965728120500323
0.6060606060606061	0.4537363719657786	0.6625663920192839	0.4592119682215317	0.4947723680866618
0.6161616161616162	0.4549115831926995	0.6635586733472744	0.45828465769596793	0.4956436341291683
0.6262626262626263	0.45602281288012164	0.6607137321051196	0.46279026279947905	0.49458140022090546
0.6363636363636365	0.45518239672773636	0.6650649179254291	0.46261793054036054	0.4969786262943846
0.6464646464646465	0.4560671008683513	0.6665675642305634	0.463364015344592	0.495430165956766
0.6565656565656566	0.4605631427745572	0.6651743452487396	0.46682778270950565	0.4937868426413004
0.6666666666666667	0.46211414736773004	0.6645573562361657	0.4711713605317422	0.4956836453209394
0.6767676767676768	0.4636031205377587	0.6656270472545905	0.4800936255012993	0.49643101039724047
0.686868686868687	0.46582760873536483	0.662762198665925	0.48233224911019096	0.4979128525364711
0.696969696969697	0.47071271779778634	0.6643377903202803	0.48533243762611233	0.497312866890205
0.7070707070707072	0.4680988134995003	0.6620182651215374	0.4918916947225761	0.49845249037089934
0.7171717171717172	0.4690411333561777	0.6604437708744704	0.4926826673589692	0.49759915000260757
0.7272727272727273	0.4671140993190187	0.6586991736039904	0.4978621794526017	0.4956943760565877
0.7373737373737375	0.4668654420368409	0.6605218115547926	0.4992487406503323	0.4946597613457839
0.7474747474747475	0.47358885893558206	0.6593724492511186	0.5042675285006458	0.4962399214552545
0.7575757575757577	0.47529340058700886	0.6570978406610524	0.511046838254165	0.4955868643821982
0.7676767676767677	0.476654863506199	0.653707139441448	0.511134110547358	0.4929479441065961
0.7777777777777778	0.47392212060654737	0.6492179543109837	0.5111948033550762	0.4891624879504374
0.787878787878788	0.4781682677738836	0.6481600260822535	0.5121171952352424	0.4851179615219858
0.797979797979798	0.4790130989680606	0.6439876858818575	0.5137197659574314	0.4826839763354993
0.8080808080808082	0.4861938726926753	0.6429885475178047	0.5151131803215653	0.4798111659079462
0.8181818181818182	0.4829430272630882	0.63794555110905	0.5181495319286009	0.47648883576103684
0.8282828282828284	0.4829466936979244	0.6359850395869505	0.5191701945266797	0.4744938168179839
0.8383838383838385	0.48756734016428727	0.6312137775095626	0.5171978905233406	0.4708816087151784
0.8484848484848485	0.49076113261186216	0.6262032340703415	0.5204658488667535	0.46665405722801817
0.8585858585858587	0.49163849834641427	0.6221988600338517	0.5242035512114805	0.460589388438683
0.8686868686868687	0.4932721759170314	0.6235937000530672	0.5284550004463466	0.4573636859676009
0.8787878787878789	0.4886639641522274	0.617275892643471	0.5284900392484733	0.45052913777320996
0.888888888888889	0.4881326660649306	0.6098254098113612	0.528723277557106	0.44075680240375303
0.8989898989898991	0.48582987059285776	0.6044190056979436	0.5217447819642449	0.42974474305816285
0.9090909090909092	0.48575070345818483	0.5954021007867317	0.516884551703161	0.4222215697361762
0.9191919191919192	0.48419940648699294	0.5847463630607207	0.5158008213955704	0.4118333001624508
0.9292929292929294	0.48619177750555814	0.5781571262976158	0.5154919424678487	0.4031297348102906
0.9393939393939394	0.4873073681694117	0.5702763617698556	0.5087098328609756	0.39087824771228874
0.9494949494949496	0.4871126543111909	0.564188094376638	0.5002925233585533	0.37722069630313443
0.9595959595959597	0.4870848708487087	0.5625310897607205	0.48873103859514766	0.36080611077896807
0.9696969696969697	0.4870848708487087	0.563030551500426	0.4804340163245798	0.34764283622883135
0.9797979797979799	0.4870848708487087	0.5636646657412342	0.4685538728805799	0.3355727086139664
0.98989898989899	0.4870848708487087	0.5636531365313653	0.4579191054423717	0.3181692908120235
1.0	0.4870848708487087	0.5636531365313653	0.45756457564575675	0.3071955719557208
