Training loss	Validation loss	Training bce loss	Validation loss	Training dice loss	Validation dice loss	Training dice	Validation dice
0.3027366929539452	0.3250109782585731	0.2504253577832584	0.276308115203302	0.7735387425859662	0.7633367894770025	0.57142013	0.5698331
0.30169519292055114	0.3191838942386292	0.24936862932543227	0.27217535019575895	0.7726343023487822	0.7422608451528864	0.57520205	0.56650674
0.3038484950190927	0.32965920128665127	0.2516431467472061	0.2818030759200945	0.773696680756592	0.7603643975415073	0.57468164	0.5741891
0.3001965621732316	0.330488390647448	0.24764926133130116	0.2839299661445094	0.7731223154582103	0.7495142489999205	0.57559484	0.5631614
0.30182023912748557	0.34388161655310745	0.2494663259973423	0.29784981939163835	0.7730054966201679	0.758167836037311	0.5770857	0.54511833
0.2985906072382657	0.3256877886724996	0.2460155221972504	0.27953497705223795	0.7717664130935772	0.7410631369758438	0.5792159	0.5561956
0.2995115864790996	0.32485183418452085	0.24708908242035427	0.2778464968387897	0.77131416116442	0.7478999292457497	0.5719632	0.5702626
0.29331654920732236	0.31504558272414157	0.24066009820310896	0.2670642017990678	0.7672246402164675	0.7468780475658375	0.5933861	0.5790621
0.2911874285203749	0.31668101316624947	0.23853905571278214	0.26875486969947815	0.7650228184509792	0.7480163705217969	0.58985573	0.58375275
0.2916500798132863	0.31576191494753075	0.2389206925251413	0.26783061764397464	0.7662146049689732	0.7471436353830191	0.58980185	0.58214784
0.2915825603223554	0.31550629158596416	0.23907377480496614	0.26784089027525304	0.7641616706256917	0.7444949385884044	0.59262246	0.58256054
0.28890611363871077	0.31748405524662565	0.23625864084518824	0.26988890374099817	0.7627334029205405	0.7458404564595484	0.594196	0.57501984
0.2894453483450445	0.31658723655637805	0.23682719123652682	0.26917124531426273	0.7630088036915041	0.7433312214337863	0.59369564	0.5776273
0.2878588095026196	0.317287299986724	0.23515686886811835	0.2694488727784419	0.7621763160607885	0.7478331818685426	0.5932279	0.5823482
0.2877044810680045	0.31719185166306546	0.23492658732715	0.2696264528638714	0.7627055559839521	0.7452804767168485	0.595566	0.57854927
0.2870269457525963	0.3168733250963819	0.23429456831149334	0.2696352941649301	0.7616183836505098	0.742015636229253	0.5909914	0.58044696
0.2861251563155105	0.3191918133051841	0.23332626872628204	0.27210567809723235	0.761315178517704	0.7429670783189627	0.59887105	0.57525
0.2853780237410589	0.3187247933922233	0.2326570633206406	0.27105861541989085	0.7598667107823724	0.7477204491803934	0.5988227	0.5786628
0.2856083928012462	0.3208601478036943	0.23300726619370865	0.2734843836380885	0.7590185684977837	0.7472420655764066	0.5958575	0.5731431
0.2875421852114387	0.3178633268062885	0.23489664615485867	0.270369522355415	0.7613520700976534	0.7453076191000886	0.5934957	0.57674134
0.28366005733970684	0.31851087494210883	0.23074766824830253	0.27141262148762796	0.7598715969173092	0.7423951914022257	0.5970888	0.5750668
0.28408301945002573	0.3177638129218594	0.23124426563152406	0.27024991581073177	0.7596318488815081	0.7453889231105427	0.5985706	0.57926714
0.28505930794538514	0.3183680127610217	0.23219017258712224	0.2711855073224057	0.7608815653304848	0.7430106132895082	0.597182	0.57630056
0.28541694083464436	0.3188645787291474	0.2326934487430876	0.27183760964608455	0.7599284041602656	0.7421073343727614	0.59853023	0.5755068
0.2853674731164608	0.31829173388061943	0.23254525054979197	0.27104131828297623	0.7607675169034788	0.7435455014417459	0.5974233	0.5767755
0.28428909021889104	0.3185527336138945	0.23147666884079135	0.27137628557917837	0.7596009200152682	0.7431408081735883	0.5965163	0.5746629
0.28318675962901824	0.31839626732763354	0.23027721906929324	0.2710874326281495	0.7593726634657929	0.7441758244902223	0.5971587	0.57748514
0.282898506706937	0.31788455424727974	0.2300443896707499	0.2705037670803594	0.7585855969842875	0.7443116706806224	0.59941316	0.577137
0.284013991688461	0.3187850825079195	0.2311468722444339	0.27149978296442345	0.7598181016682936	0.7443528404602637	0.59802914	0.5757853
0.2838855878201456	0.3172560822177719	0.23105806935668954	0.26988780875127394	0.7593332898584659	0.7435705982721769	0.59525126	0.57729006
0.28483437796969296	0.3188549267066704	0.23226572283998012	0.271554402925156	0.7579523063091577	0.744559686262529	0.5982846	0.577074
0.2843913569283293	0.31934487361174363	0.23163185640165426	0.2719251231832819	0.7592268856066577	0.746122685107556	0.59681433	0.576368
0.2843891745307696	0.31848913300168386	0.231523979143955	0.2711946761215126	0.7601759825755322	0.7441392920829437	0.5934068	0.57520485
0.2836184773564017	0.3195506168918295	0.2308137981959109	0.2724101784137579	0.7588606213302304	0.7438146065879654	0.5985986	0.57392055
0.28406781881967325	0.3185452362010767	0.2312635454045473	0.2715119316682711	0.7593063233354985	0.7418450248110425	0.5962547	0.5752643
0.28523190327571085	0.3183518978920612	0.23249171754581266	0.27112731419421815	0.7598936054905792	0.743373189653669	0.59520954	0.574141
0.28476987931766923	0.3188263361270611	0.23202792026925922	0.27168602340824	0.7594475501952467	0.7430891938261933	0.5937941	0.5718669
0.2839556570162349	0.31873139902785586	0.23114223203890408	0.27144913359002754	0.7592765174786036	0.7442718344730336	0.59802085	0.57344604
0.28285409052256305	0.31855135451961347	0.23007326627356023	0.2715841587428208	0.7578815366379977	0.7412561636704665	0.60035205	0.5754905
0.28308868596977943	0.31868626652183113	0.23018129210105803	0.27126451835527526	0.7592552672177955	0.7454820314606467	0.5973692	0.57846665
0.2840894509679224	0.32051327988341616	0.23131691819092012	0.27368355976356257	0.7590422821494768	0.7419808002618643	0.59819686	0.5732038
0.2840292178234964	0.31895736973364275	0.2312735713556449	0.27162209660797326	0.7588300878468228	0.7449748863230695	0.5967952	0.574136
0.28393090972199914	0.31915384645645434	0.2311477242213375	0.27200271336586923	0.7589796119623107	0.743514080624004	0.5945989	0.5734501
0.2843198871837472	0.31878093425389176	0.23153964504398747	0.27136884007480117	0.7593421010636898	0.7454898160892528	0.59827864	0.5756218
0.2831829250501494	0.3192212008512937	0.23033900807970617	0.27197699756412713	0.7587782228089407	0.7444190677705702	0.598859	0.57517195
0.2846700320587647	0.3185638510263883	0.23189877620283164	0.2713256463572219	0.7596113713925097	0.7437077400448558	0.6022049	0.57744646
0.28409273131195745	0.3186826502883827	0.23140249989746073	0.27153754463562596	0.7583048536449751	0.7429886434104417	0.59783614	0.5767694
0.2839463696566553	0.31937325393760596	0.231315310030292	0.27256443769067196	0.7576259456554835	0.7406526528871976	0.59702396	0.5752927
0.2842015226414262	0.3182707163658771	0.23150400961987735	0.2711711848502631	0.7584791790764287	0.7421665466748751	0.5952848	0.5749538
0.28369398431154597	0.3196326418892368	0.23072505250292005	0.2724549901354444	0.7604144115974961	0.7442315561430795	0.5959333	0.5753797
0.2835744119718711	0.31991901649878574	0.23068330149766247	0.2726073602398673	0.7595944541162558	0.7457239732637511	0.6008358	0.57583934
0.281954133125007	0.318786396921336	0.2290170196333343	0.2716714255102388	0.7583881947550812	0.7428211890734159	0.59832036	0.5748986
0.2838964259046107	0.3187881315147484	0.23124423751612558	0.2710155179867378	0.7577661608428646	0.7487417000990647	0.60032225	0.5768217
0.28416525486183936	0.32028210850862354	0.23146399321421138	0.2732960884715175	0.7584766435494641	0.7431563315810737	0.59529245	0.57577825
0.2857084229709003	0.31782829204758445	0.23322623895827652	0.2705068511294795	0.7580481226232174	0.7437213063240051	0.59727067	0.5774946
0.2829716734568064	0.3190487403791029	0.22998256639971565	0.27200315745322257	0.7598736719943764	0.7424590207718231	0.5951998	0.5753734
0.28405082318178726	0.3222059825292	0.23121978061379128	0.2755168555202065	0.7595302523628399	0.7424081930747399	0.59697485	0.57799625
0.28368759183388836	0.31870123744010925	0.23086236312864925	0.27171629896530736	0.7591146897434224	0.7415657397154923	0.59927016	0.57441795
0.2849002984575827	0.31966037376896367	0.23216888163931607	0.2724767048935314	0.7594830877376053	0.744313426725157	0.5970679	0.5749705
0.28355344451180686	0.3192660346790984	0.23090737849232965	0.27232776434866934	0.7573680774863518	0.7417105154676752	0.6000607	0.571468
0.2855904897187919	0.3183415821947894	0.23288688300594165	0.2712167930472028	0.759922991223091	0.7424647375777528	0.5959361	0.57436687
0.2842437537371952	0.31947794802241275	0.2314791045580913	0.2725117645420871	0.759125633220467	0.742173637007619	0.5972814	0.5739998
0.2834615543123204	0.3179896375635168	0.23077517759928484	0.2703569038556172	0.7576389867019139	0.746684282035618	0.5980359	0.57823247
0.28390522895636905	0.31865104410674544	0.23123744716541464	0.27143353878796755	0.757915303231571	0.7436086456854265	0.60013497	0.5764153
0.28400091991591647	0.3183864572873482	0.2311881282580188	0.27100278469887407	0.7593160904642706	0.7448395634745504	0.5962617	0.5777104
0.2848828896438336	0.3192357627245096	0.2322361331904995	0.27207139363655675	0.7587037327475946	0.7437151270908314	0.59717405	0.5744949
0.2838060264237165	0.31912252388812684	0.23106937118457013	0.2721612468198106	0.7584359546234666	0.7417740317491385	0.5991231	0.57420945
0.2828649490509393	0.3187086238310887	0.23003424005206383	0.27139599735920245	0.7583413686392442	0.7445223193902236	0.59741867	0.5772602
0.283231702334476	0.3185171121424371	0.23041079468482908	0.27130081070648443	0.7586199064460405	0.7434638712432359	0.59449816	0.5774081
0.2854218834012024	0.31841584450595983	0.2328016206501629	0.27123697855315365	0.7590042823408492	0.7430256899896559	0.5968199	0.576548
0.2834694616074832	0.3187557874800085	0.23071507193810856	0.2714172400288529	0.7582590136566574	0.7448027428689894	0.59690297	0.5766804
0.2851354451272687	0.3191177802426474	0.232525450601732	0.2719246745109558	0.7586254291135989	0.7438557724376301	0.59618443	0.57805234
0.28457720244348533	0.31851249638494555	0.23194182421158588	0.2712663007634027	0.7582956430404334	0.7437282977523384	0.5976564	0.5788012
0.2832353158058182	0.31955413946083616	0.23044029641344219	0.2726998581336095	0.7583905280118362	0.7412427120156341	0.59821934	0.5746188
0.28185846285035987	0.31894849682902243	0.22893030853123678	0.27187827687997085	0.7582118901602342	0.7425805166527465	0.6027077	0.5760678
0.28440441890064916	0.31882515402285605	0.23166244426827545	0.2715901228097769	0.7590822299535706	0.7439404857027662	0.59752035	0.57554716
0.28221128483345564	0.31824007957846256	0.22928482968852204	0.2706680139015009	0.7585494134304016	0.7463887196320754	0.59890306	0.579064
0.2846566895349328	0.3195393308178409	0.2319677432753005	0.27244235345950496	0.7588572388068042	0.7434122058061453	0.5974967	0.5737746
0.28431273639362775	0.3183617834206466	0.23181473357336863	0.27083780542834773	0.7567947953537789	0.7460776364410316	0.5971502	0.5770339
0.2829773820876433	0.31920829317071936	0.23020829682080252	0.27242061774154286	0.7578991895737353	0.740297407239348	0.59887516	0.5745927
0.28401196786174876	0.3181471680546855	0.23122381782435342	0.2708898514181703	0.7591053610542071	0.7434630544631036	0.5972974	0.5762128
0.2828493755702381	0.3194660272572067	0.22996303748409702	0.27242627838155725	0.7588264604784408	0.7428238169177548	0.5983248	0.57620835
0.2833370929458392	0.319101625091427	0.23047586331630973	0.27188528582944976	0.75908819539849	0.7440487224977095	0.5961704	0.5770831
0.2838130325400283	0.3190715620805929	0.23096744294436472	0.2721967656206299	0.7594233791461852	0.7409447595313355	0.5978692	0.57425785
0.2828113719861141	0.3184593968339019	0.22991603950284561	0.2712813443862475	0.7588694084365413	0.7430619197887379	0.5985587	0.57503545
0.2815247718294997	0.319745619054679	0.22856154182368532	0.2726558870994128	0.7581938736522295	0.7435532349806565	0.59986436	0.5730272
0.28467150341789677	0.3189648877788376	0.23185432531602299	0.2719215726131921	0.7600261435675814	0.7423547552182124	0.5960032	0.5758021
0.2819487121146966	0.31813921460083555	0.22907631553086952	0.27078527818014336	0.7578003210520166	0.7443246900380313	0.60010624	0.5760905
0.2840842082092383	0.3183489566320901	0.23141515307188676	0.27114447001572495	0.7581057453733892	0.7431894003689944	0.5975918	0.57535267
0.28407037254131706	0.31910550643454544	0.23142438910078167	0.27208247551551235	0.7578842644742878	0.7423128315380642	0.59983015	0.574639
0.28331751342250333	0.31889182738550415	0.23051267918550744	0.27165495055717426	0.7585610591497705	0.7440237481515486	0.5953022	0.5744008
0.2836283124842734	0.3188126792947015	0.23085188540326296	0.27179708782133166	0.7586161964987166	0.7419530343223404	0.5992921	0.57402194
0.2833259390049546	0.31934073174392785	0.23040397573674143	0.27222981934364027	0.7596236406310871	0.7433389746225797	0.5989627	0.5732581
0.2834393704596234	0.3194551264846718	0.23068728223643856	0.27250505623581645	0.7582082022232508	0.7420057994978768	0.5998888	0.574662
0.2836205145178458	0.3187927990169315	0.23102478020274736	0.27163985486213976	0.7569821568512209	0.7431693325985919	0.5974577	0.5761099
0.28451313411771767	0.3189719494555023	0.23179165079105254	0.2717479025269603	0.7590065281988797	0.7439884150421227	0.5973378	0.5730885
0.28344062051040464	0.3184638653810208	0.23063418249074982	0.2712824729445216	0.7586985934134121	0.7430964479079614	0.6006503	0.5784267
0.2844253251896393	0.31891581416130066	0.23178362713830492	0.27175150173051016	0.7582006478566686	0.7433946689406594	0.59932065	0.5753442
0.2832145619826175	0.3202087063710768	0.23044228879107298	0.2732729910166709	0.758165054404832	0.7426302000716493	0.5959444	0.5737565
0.2836592102629155	0.31930816140803664	0.2309390057049029	0.2723271917183321	0.7581410986393932	0.7421369100664998	0.5971559	0.5726856
0.2841494830872492	0.31823520771749725	0.23151468045788634	0.2708876016703281	0.7578627435023573	0.7443637009505387	0.5987012	0.577069
0.2834874448991529	0.3191402960609604	0.23077245639019578	0.27205176454978985	0.7579223860627557	0.7429371233824845	0.5984536	0.574726
0.2842029839995094	0.31953546666837	0.2314862035355478	0.2722182247664902	0.7586540544450765	0.7453906765350928	0.5947058	0.5760269
0.2827669065194631	0.3189614814716381	0.22985976761724106	0.27161614302095477	0.7589311933903039	0.7450695856586917	0.59330094	0.57792246
0.28042348745376916	0.3192461637350229	0.22732489369307568	0.2720778466580988	0.7583108700189307	0.7437610521421327	0.59938306	0.5729133
0.2834680823061987	0.3189577538888533	0.2306459958582233	0.27189755996504983	0.7588668957232144	0.7424995499652821	0.5963448	0.5758761
0.282671091972657	0.31899224532829534	0.2298628714367386	0.272046589916879	0.7579451142295673	0.7415031797283298	0.6004679	0.576501
0.28247517479879836	0.3184979485941457	0.2296849168294845	0.27123979159763884	0.7575875390572047	0.7438214041374542	0.5947928	0.57480425
0.28199242718136214	0.3189898739149282	0.22915109088318045	0.2718380294985824	0.7575644890895751	0.7433565213130071	0.59700495	0.5749289
0.2836963137124748	0.31891299931557626	0.23094034154781434	0.27175944388567747	0.7585001022346579	0.7432950525493413	0.6005041	0.5771018
0.2828534320197658	0.31887553796008394	0.23008476057142582	0.2715192967718774	0.7577715165852857	0.7450817351812845	0.59886354	0.574364
0.2830575883709838	0.31807131131926736	0.2301725325880025	0.2706718107501229	0.7590231267268446	0.7446668403489249	0.5961973	0.575818
0.28435759113805315	0.31918400575171463	0.2317359604523831	0.27201656243958316	0.7579523093616866	0.7436910310944358	0.59660065	0.576263
0.2842668530272666	0.3192460386307685	0.23157586787910153	0.2722406097493329	0.7584857620961583	0.7422949350797213	0.59649056	0.5749929
0.2829897278001045	0.3183020707015153	0.23006880415899733	0.270778340788988	0.759278074589701	0.7460156803602701	0.59380263	0.5783023
0.28323571404035525	0.319146087208947	0.2305000166526702	0.2719776592739336	0.757857026115582	0.7436619833275512	0.59847295	0.5749988
0.28394862326650283	0.31948124772899755	0.2313537225729693	0.27249848547872607	0.7573027665403012	0.7423261462987124	0.59987533	0.57550514
0.2836087933287145	0.3195538008278543	0.23073206203324453	0.2722968349417487	0.759499415715107	0.7448665375237936	0.5945412	0.57596874
0.28272580734963687	0.3194413217869434	0.23000478314742887	0.2722942156123591	0.7572150657761771	0.7437653318866269	0.5998856	0.57538664
0.28277497310844074	0.318789276775423	0.22990908411474562	0.2716333401072156	0.7585680116861657	0.7431927506740277	0.6000018	0.5748519
0.28286156624635916	0.3192108528954642	0.23016217025624452	0.272111666399044	0.7571561651409797	0.7431035578905881	0.6020194	0.5749571
0.2826493662804606	0.31893289252951906	0.2297313199692338	0.271703228026956	0.7589118114378895	0.7439999207035526	0.60102415	0.5777233
0.28386798725937895	0.3190664337886559	0.23119574046199212	0.2716675906718432	0.7579182365512591	0.7456560311736641	0.59922767	0.5756668
0.28268353138972485	0.31913400564219924	0.22985719096146504	0.27216098203763855	0.758120629344025	0.7418912655704624	0.59467703	0.57429177
0.28376668739832955	0.3184088655225523	0.2310072423393193	0.2712681421211788	0.7586017374722462	0.7426754131421938	0.5955015	0.5751288
0.28416240757527056	0.31925600865385034	0.23157241832053244	0.27218234146034326	0.757472345931832	0.7429190625201215	0.6004481	0.57513964
0.2844373599859582	0.3184212383988139	0.23167895716476955	0.2710708124297006	0.7592630320482177	0.7445751029056508	0.5945473	0.5770198
0.28201974619109677	0.31924351509455795	0.2289331805995211	0.2718696032579129	0.7597988716996905	0.7456087483154549	0.5989448	0.5768438
0.2835874630996802	0.31923557899810456	0.2306607443528034	0.2722686475122368	0.759927973432361	0.7419380146068532	0.5967265	0.5734432
0.2845432556302078	0.3190802186727524	0.23186381129081038	0.2720713224057313	0.7586582942471671	0.742160337966877	0.595522	0.5748522
0.28380670416547926	0.3191328417141359	0.23098172066667974	0.2720541387468904	0.7592315958195298	0.7428412188540449	0.5959227	0.5745575
0.2827537704028209	0.318538473366381	0.22986426857121872	0.27131266302459844	0.758759327815228	0.7435708222808418	0.5989191	0.57648814
0.2832105197916134	0.3191464567904944	0.23052159445787054	0.272156155698902	0.7574108892052642	0.7420592032946073	0.5970195	0.57370913
0.28324097423058636	0.3189245449317681	0.23045862078506027	0.2715381236521752	0.7582821918305039	0.7454023832803244	0.59482104	0.57784766
0.28294516686159327	0.31898823593344006	0.2301730534860066	0.2717801810620905	0.7578942264829364	0.743860798222678	0.60058403	0.5757958
0.2844766119339395	0.31928088999056553	0.23169636505472693	0.27238458460503884	0.7594988805585794	0.7413476882400093	0.59985816	0.57698476
0.2816141314021339	0.3195330805175907	0.22859797162829704	0.27249455877712797	0.7587596091298723	0.7428798118790427	0.5985639	0.57512105
0.2857930322863021	0.3185258589603089	0.23311222021309835	0.27143415006307453	0.7599203748844383	0.7423513007687998	0.59875846	0.577221
0.2850287622116968	0.31842901221998443	0.23230136360601594	0.2713524314400914	0.7595753793446522	0.7421182845975016	0.5964123	0.57584125
0.283202636193715	0.3194066631597477	0.2304085561368022	0.27237160634863505	0.7583493992003469	0.742722227023198	0.60179543	0.5750816
0.2832875407208008	0.3195432417995327	0.23059337162425256	0.2724340489277473	0.7575350978946429	0.7435260159628732	0.6003242	0.57574534
0.2843168000326645	0.3191787705316648	0.23170483650544263	0.272133164025925	0.7578245171639476	0.7425892484057081	0.59636515	0.57343805
0.2853376535231855	0.31891687492747883	0.2328081180384217	0.27163844678428145	0.7581035191158079	0.7444227783234565	0.59615713	0.5759408
0.2845408567440799	0.31932848593690893	0.2317119234736075	0.27206587660443654	0.7600012987129129	0.7446920157788874	0.59671783	0.5752219
0.28463913540473845	0.3186249194236902	0.23197465303612527	0.27129983541729685	0.7586195139550778	0.744550693166125	0.5950709	0.58047414
0.2846877724735563	0.3191719675784583	0.23202438062092043	0.2721170786317888	0.7586583320021308	0.7426660034682725	0.5989648	0.5767345
0.2828095416736731	0.31967695450389777	0.2299375626035135	0.2723673668864009	0.7586573898952926	0.7454633031572614	0.5973921	0.5762252
0.2831122197230871	0.3191814370207734	0.23032564302339065	0.2718811005681426	0.7581914444818009	0.7448845106166798	0.5991409	0.5778297
0.2836636380365274	0.3194456552411174	0.23085795025619857	0.2724969310092402	0.758914866537418	0.7419842330964057	0.5969659	0.5739463
0.28457692490433745	0.3186314541559953	0.23186149988373655	0.2714702308505446	0.7590157781649792	0.7430824958361112	0.59718853	0.5758588
0.28202965992158957	0.3189915588923863	0.22905524532910626	0.27195565893754853	0.7587994258358793	0.742314705481896	0.60012144	0.57546866
0.284513791214745	0.31899495668463657	0.23182863525222897	0.2717745990216077	0.7586802232940242	0.7439782062729636	0.5966339	0.57516664
0.28421646782330107	0.31845087598968336	0.2314282867384728	0.27109621170457904	0.7593101444591409	0.7446428956566277	0.589758	0.57666874
0.28371296397277285	0.31889345685204307	0.2308654866289257	0.2715602946150434	0.7593402965370857	0.7448919670922416	0.59483886	0.57890666
0.28291632982116505	0.31897028789415466	0.2301748119836869	0.27193258440756535	0.7575900342586548	0.7423096528420081	0.59543157	0.5767391
0.2853153461233946	0.31971116495001445	0.23263749251307825	0.2725926814498482	0.7594160694638995	0.743777552148798	0.59908664	0.5755467
0.2844334653606312	0.31966903478234676	0.2316512774746373	0.27276451885700226	0.7594731896714059	0.7418097205214448	0.5943533	0.5728527
0.2832460957315733	0.31938119347278887	0.2303211835597082	0.27226153851210416	0.7595703392979912	0.7434581498523335	0.5973098	0.5736896
0.28424393974063855	0.31982924650003625	0.2315177575677553	0.27298412447447307	0.758779626811611	0.7414353895973373	0.5965823	0.5744343
0.28549474951713233	0.3187004502985504	0.23281420602631375	0.27153374271078423	0.7596196839108943	0.7432008588707054	0.5933878	0.5764993
0.2842893731401294	0.318982428246802	0.23158434896938243	0.27179684056030523	0.7586346259014305	0.7436527681874705	0.59504545	0.5771053
0.2830516819684011	0.31993832611120665	0.23024669639023165	0.27299081083837445	0.7582965814521049	0.7424660056501955	0.5976887	0.5731666
0.28516376701326707	0.3192141154310206	0.2324982056158251	0.2722468001174403	0.7591538586706486	0.7419200022142012	0.5910946	0.5773486
0.2834355899024845	0.3188933965924022	0.23066107438741668	0.27167048100586777	0.7584062707070713	0.7438996997508374	0.60020405	0.5761653
0.2832041079544957	0.3189229781811054	0.23041430850716613	0.27169446778166423	0.7583123379640502	0.7439796158245632	0.5993716	0.5763346
